time,temperature_2m_mean (°C),relative_humidity_2m_mean (%),precipitation_sum (mm),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°),cloud_cover_mean (%)
2019-05-09,33.9,18,0.00,15.7,309,32
2019-05-10,33.0,21,0.00,24.8,193,56
2019-05-11,29.6,37,0.60,25.7,134,34
2019-05-12,30.7,36,0.00,13.3,317,24
2019-05-13,29.8,42,1.90,20.6,298,88
2019-05-14,28.9,45,0.30,23.9,120,40
2019-05-15,29.5,42,0.00,17.8,161,71
2019-05-16,28.4,48,0.00,11.7,2,66
2019-05-17,26.2,63,9.40,20.7,59,82
2019-05-18,27.9,55,0.00,16.7,310,53
2019-05-19,31.0,38,0.00,23.3,288,51
2019-05-20,31.7,33,0.00,21.7,327,35
2019-05-21,33.0,28,0.00,14.2,288,30
2019-05-22,33.2,29,0.00,20.5,260,68
2019-05-23,31.2,38,1.10,19.9,133,51
2019-05-24,27.7,54,0.90,17.6,31,27
2019-05-25,28.1,49,0.00,17.6,309,0
2019-05-26,30.9,35,0.00,17.1,310,13
2019-05-27,31.7,29,0.00,16.9,338,1
2019-05-28,33.3,23,0.00,14.3,316,6
2019-05-29,34.2,24,0.00,27.0,310,25
2019-05-30,35.3,22,0.00,15.9,319,9
2019-05-31,36.6,19,0.00,11.3,341,4
2019-06-01,36.5,21,0.00,11.3,48,11
2019-06-02,36.1,23,0.00,20.5,104,3
2019-06-03,35.9,28,0.00,33.3,126,9
2019-06-04,34.4,39,0.30,21.9,110,12
2019-06-05,35.4,30,0.00,19.7,63,40
2019-06-06,34.6,25,0.00,18.5,337,9
2019-06-07,33.7,26,0.00,11.5,42,6
2019-06-08,34.7,25,0.00,17.7,353,33
2019-06-09,35.6,25,0.00,11.0,63,5
2019-06-10,36.7,25,0.00,10.1,205,7
2019-06-11,36.1,26,0.00,17.8,169,19
2019-06-12,35.1,27,0.00,31.2,96,15
2019-06-13,35.3,28,0.00,18.2,35,4
2019-06-14,35.5,19,0.00,18.3,313,0
2019-06-15,34.9,28,1.40,21.9,298,39
2019-06-16,34.6,33,0.00,14.2,266,18
2019-06-17,32.4,48,0.20,34.5,155,23
2019-06-18,29.1,61,4.50,23.4,168,50
2019-06-19,32.5,49,0.00,9.2,180,12
2019-06-20,32.6,45,0.00,18.8,198,48
2019-06-21,32.5,45,0.00,12.3,275,18
2019-06-22,34.8,36,0.00,15.8,299,6
2019-06-23,34.6,40,0.00,16.3,271,32
2019-06-24,29.5,64,0.70,21.3,12,69
2019-06-25,32.3,57,0.00,10.5,31,17
2019-06-26,34.5,43,0.00,19.5,275,11
2019-06-27,34.1,43,0.00,17.3,261,12
2019-06-28,35.2,42,0.00,17.3,269,6
2019-06-29,35.6,39,0.10,29.0,260,11
2019-06-30,35.1,39,0.10,11.6,285,13
2019-07-01,35.5,38,0.40,21.4,260,14
2019-07-02,36.1,37,0.00,11.5,250,4
2019-07-03,36.6,37,0.00,11.8,184,12
2019-07-04,35.4,48,0.00,20.6,111,22
2019-07-05,33.3,59,0.30,15.5,111,17
2019-07-06,31.8,67,4.00,16.0,88,51
2019-07-07,32.0,66,6.50,17.6,99,25
2019-07-08,34.3,57,0.00,14.8,106,11
2019-07-09,32.6,66,0.00,22.0,100,33
2019-07-10,31.4,71,5.40,17.7,115,32
2019-07-11,31.8,73,7.30,19.8,92,36
2019-07-12,31.2,74,3.90,15.9,90,33
2019-07-13,29.8,77,4.20,21.7,97,60
2019-07-14,28.2,81,10.30,16.2,110,50
2019-07-15,28.2,80,3.50,20.1,122,43
2019-07-16,26.6,85,10.60,16.8,131,62
2019-07-17,27.7,76,0.80,12.5,113,47
2019-07-18,29.1,76,1.20,11.5,131,38
2019-07-19,28.9,79,15.80,13.9,106,45
2019-07-20,29.3,78,0.10,11.6,107,11
2019-07-21,29.8,79,3.00,16.1,107,24
2019-07-22,30.9,78,3.60,9.0,117,29
2019-07-23,31.9,72,0.70,7.1,119,27
2019-07-24,33.0,67,0.00,13.2,157,51
2019-07-25,29.1,83,17.40,22.3,103,99
2019-07-26,27.8,87,31.60,13.1,103,97
2019-07-27,28.2,84,2.80,18.0,107,94
2019-07-28,27.8,87,16.50,16.1,80,96
2019-07-29,29.8,80,0.70,10.8,76,70
2019-07-30,30.6,79,3.50,13.1,164,69
2019-07-31,29.0,82,7.70,15.0,118,77
2019-08-01,28.7,83,2.80,13.9,104,61
2019-08-02,26.9,90,21.10,12.0,97,80
2019-08-03,28.8,82,1.10,9.0,104,52
2019-08-04,29.8,83,0.70,9.7,111,25
2019-08-05,31.0,78,0.20,6.8,118,10
2019-08-06,30.2,83,5.30,17.7,113,61
2019-08-07,29.0,85,6.80,14.1,95,69
2019-08-08,30.6,76,0.00,9.4,98,37
2019-08-09,29.2,84,6.60,15.6,107,91
2019-08-10,28.9,81,4.90,15.0,79,84
2019-08-11,29.7,82,2.10,12.6,77,88
2019-08-12,29.5,86,3.50,10.4,136,93
2019-08-13,29.8,82,11.10,14.6,109,99
2019-08-14,29.6,84,5.20,18.4,112,78
2019-08-15,30.0,81,1.10,11.4,107,73
2019-08-16,29.3,84,3.50,12.2,117,69
2019-08-17,26.4,91,5.70,14.8,78,94
2019-08-18,27.6,79,0.20,12.2,157,38
2019-08-19,28.1,79,0.70,13.1,107,22
2019-08-20,29.0,75,0.00,10.6,285,9
2019-08-21,29.9,70,0.10,8.9,301,8
2019-08-22,30.4,73,0.00,12.1,108,7
2019-08-23,30.7,74,0.00,10.0,111,4
2019-08-24,31.8,66,0.00,12.5,167,22
2019-08-25,30.6,76,0.30,17.7,123,52
2019-08-26,30.1,75,0.00,13.4,91,52
2019-08-27,31.1,73,0.10,8.7,233,50
2019-08-28,31.8,71,0.10,9.3,82,20
2019-08-29,32.4,67,0.00,10.9,125,30
2019-08-30,30.9,75,4.80,15.2,107,32
2019-08-31,31.1,75,2.60,8.1,167,73
2019-09-01,30.0,81,7.10,17.9,119,92
2019-09-02,29.4,81,4.30,13.6,89,60
2019-09-03,31.0,74,0.00,7.5,196,11
2019-09-04,31.8,71,0.80,17.7,137,20
2019-09-05,30.6,75,2.50,17.6,110,21
2019-09-06,30.5,77,1.30,11.5,103,16
2019-09-07,30.9,75,0.20,11.2,96,16
2019-09-08,30.9,74,0.00,11.0,115,10
2019-09-09,31.7,69,0.00,9.5,230,3
2019-09-10,33.0,62,0.00,13.0,176,5
2019-09-11,33.2,63,0.00,12.0,146,0
2019-09-12,33.4,65,0.00,12.9,126,2
2019-09-13,32.2,69,0.00,16.1,109,8
2019-09-14,31.8,69,3.00,12.3,118,19
2019-09-15,31.6,68,0.00,10.4,116,7
2019-09-16,30.7,68,1.40,12.3,124,7
2019-09-17,30.0,70,1.50,14.4,114,17
2019-09-18,30.1,68,0.60,16.3,104,7
2019-09-19,29.0,72,0.70,22.1,105,24
2019-09-20,28.2,72,0.20,14.8,79,25
2019-09-21,28.5,69,0.00,11.2,33,8
2019-09-22,29.3,65,0.10,13.8,91,7
2019-09-23,28.9,68,0.00,10.7,91,22
2019-09-24,29.2,64,0.00,9.7,95,8
2019-09-25,29.4,66,0.00,11.6,101,13
2019-09-26,28.9,69,0.90,14.2,90,18
2019-09-27,28.2,76,1.60,14.5,98,22
2019-09-28,26.9,79,4.90,12.1,98,26
2019-09-29,25.4,84,4.20,12.7,98,58
2019-09-30,25.2,81,0.00,8.9,50,19
2019-10-01,25.3,79,0.30,12.0,69,25
2019-10-02,25.9,76,0.10,8.0,9,21
2019-10-03,24.3,82,10.20,25.0,64,45
2019-10-04,24.1,77,2.30,13.6,352,58
2019-10-05,24.6,69,0.00,12.5,303,33
2019-10-06,24.6,70,0.00,15.4,290,93
2019-10-07,25.1,58,0.00,14.7,305,22
2019-10-08,24.8,59,0.00,8.7,291,0
2019-10-09,25.1,62,0.00,8.2,124,3
2019-10-10,25.3,65,0.00,9.4,280,1
2019-10-11,26.2,59,0.00,8.0,283,12
2019-10-12,26.1,61,0.00,8.6,109,6
2019-10-13,26.1,63,0.00,8.6,191,2
2019-10-14,26.4,61,0.00,8.4,159,6
2019-10-15,26.6,63,0.00,11.4,104,5
2019-10-16,26.3,68,0.00,9.7,91,9
2019-10-17,24.5,74,3.30,25.6,68,20
2019-10-18,23.3,71,5.10,29.2,35,30
2019-10-19,23.2,61,0.00,9.7,333,1
2019-10-20,23.0,60,0.00,12.2,296,27
2019-10-21,23.2,60,0.00,10.4,292,0
2019-10-22,23.8,57,0.00,12.7,291,1
2019-10-23,23.7,63,0.00,12.0,354,17
2019-10-24,23.7,61,0.00,9.4,27,9
2019-10-25,23.5,60,0.00,10.5,335,7
2019-10-26,23.6,58,0.00,8.9,312,0
2019-10-27,23.7,63,0.00,14.7,292,0
2019-10-28,24.4,65,0.00,9.4,301,0
2019-10-29,24.1,68,0.00,8.9,228,8
2019-10-30,24.2,63,0.00,9.2,257,20
2019-10-31,24.3,62,0.00,9.4,307,21
2019-11-01,22.8,70,0.20,17.7,323,72
2019-11-02,22.1,72,0.00,10.3,303,68
2019-11-03,22.2,72,0.90,11.7,339,30
2019-11-04,22.1,66,0.00,11.2,309,2
2019-11-05,22.6,63,0.00,10.4,274,0
2019-11-06,21.5,63,6.60,19.5,128,25
2019-11-07,17.8,81,16.40,17.4,70,56
2019-11-08,17.9,76,0.40,20.4,13,10
2019-11-09,17.9,68,0.00,10.4,289,0
2019-11-10,17.8,62,0.00,9.7,239,12
2019-11-11,18.4,63,0.00,9.4,243,82
2019-11-12,18.7,67,0.00,9.6,248,77
2019-11-13,19.5,69,0.00,9.2,311,94
2019-11-14,19.0,80,0.80,8.2,277,96
2019-11-15,19.3,79,0.10,8.8,8,73
2019-11-16,19.6,78,1.10,9.5,339,41
2019-11-17,18.9,71,0.00,13.9,302,7
2019-11-18,18.1,69,0.00,10.0,289,0
2019-11-19,17.9,63,0.00,9.4,314,38
2019-11-20,17.3,70,0.00,7.2,78,81
2019-11-21,16.8,78,0.00,9.7,36,83
2019-11-22,16.7,75,0.00,11.6,335,98
2019-11-23,17.7,72,0.10,12.2,320,25
2019-11-24,17.6,68,0.00,8.8,284,26
2019-11-25,17.3,65,0.00,9.7,111,0
2019-11-26,17.4,67,0.00,9.6,61,59
2019-11-27,15.8,88,6.30,13.4,54,55
2019-11-28,16.2,87,0.40,13.3,51,39
2019-11-29,15.0,83,0.00,8.6,359,4
2019-11-30,15.4,73,0.00,10.2,302,0
2019-12-01,15.4,65,0.00,10.4,306,0
2019-12-02,14.7,61,0.00,10.8,331,0
2019-12-03,14.2,58,0.00,11.2,317,0
2019-12-04,13.6,73,0.00,10.5,138,21
2019-12-05,13.4,79,0.00,8.8,76,0
2019-12-06,13.8,76,0.00,11.0,352,10
2019-12-07,13.9,70,0.00,10.6,330,0
2019-12-08,14.7,66,0.00,8.6,309,19
2019-12-09,14.1,71,0.10,8.4,99,53
2019-12-10,13.6,75,0.00,7.4,323,53
2019-12-11,13.5,81,0.00,7.2,102,71
2019-12-12,13.4,89,20.60,17.9,79,99
2019-12-13,12.6,84,3.10,14.0,272,58
2019-12-14,11.9,88,0.20,8.3,100,48
2019-12-15,11.4,85,0.00,9.9,313,16
2019-12-16,11.6,81,0.00,10.0,294,0
2019-12-17,10.7,80,0.00,10.9,292,20
2019-12-18,9.9,82,0.00,10.6,257,21
2019-12-19,10.2,89,0.00,7.7,109,88
2019-12-20,11.8,88,0.80,9.4,337,50
2019-12-21,11.5,89,0.00,11.0,326,28
2019-12-22,10.6,89,0.00,8.8,304,31
2019-12-23,9.1,90,0.00,8.2,260,67
2019-12-24,8.4,91,0.00,9.1,17,74
2019-12-25,8.1,92,0.00,8.7,296,53
2019-12-26,7.0,92,0.00,7.5,310,53
2019-12-27,5.4,92,0.00,8.4,108,56
2019-12-28,6.0,93,0.00,7.8,355,88
2019-12-29,6.7,87,0.00,7.8,10,43
2019-12-30,5.3,93,0.00,8.3,75,62
2019-12-31,6.5,87,0.00,11.0,98,64
2020-01-01,6.3,90,0.00,10.1,44,92
2020-01-02,9.5,85,0.00,10.4,25,60
2020-01-03,11.4,77,0.00,9.6,342,11
2020-01-04,10.6,80,0.20,10.2,163,28
2020-01-05,10.4,82,1.00,8.6,20,72
2020-01-06,9.9,89,13.10,10.9,47,100
2020-01-07,10.7,96,3.40,6.9,37,82
2020-01-08,9.6,86,0.10,10.7,316,57
2020-01-09,8.7,81,0.00,10.2,314,0
2020-01-10,9.1,74,0.00,12.7,295,38
2020-01-11,9.7,75,0.00,9.1,322,87
2020-01-12,12.5,69,0.10,11.9,322,84
2020-01-13,10.2,88,14.20,20.3,176,70
2020-01-14,9.5,85,0.00,9.8,42,33
2020-01-15,9.9,77,0.00,10.9,274,26
2020-01-16,10.0,84,0.00,9.5,262,66
2020-01-17,9.9,86,0.00,8.4,126,70
2020-01-18,10.7,81,0.00,11.9,136,10
2020-01-19,10.3,86,0.00,10.4,336,48
2020-01-20,12.7,73,0.30,10.3,296,81
2020-01-21,12.0,77,0.40,14.4,61,53
2020-01-22,11.5,70,0.00,15.0,330,0
2020-01-23,10.9,67,0.00,15.3,299,0
2020-01-24,11.1,64,0.00,12.9,284,17
2020-01-25,12.0,73,1.10,9.7,348,45
2020-01-26,12.6,74,0.00,8.7,63,6
2020-01-27,11.8,84,7.70,16.5,114,62
2020-01-28,11.8,92,16.40,16.8,116,78
2020-01-29,11.5,87,3.10,15.0,131,42
2020-01-30,10.3,85,0.00,10.2,308,44
2020-01-31,10.1,80,0.00,10.6,232,12
2020-02-01,11.3,76,0.30,9.1,47,11
2020-02-02,11.6,74,0.00,11.0,286,0
2020-02-03,11.6,72,0.00,9.4,269,0
2020-02-04,9.7,85,1.50,10.1,96,42
2020-02-05,10.3,78,0.00,11.8,294,5
2020-02-06,11.1,71,0.00,9.0,253,7
2020-02-07,11.9,72,0.00,10.8,16,0
2020-02-08,11.9,73,0.00,10.5,314,0
2020-02-09,13.5,70,0.00,8.4,284,25
2020-02-10,13.3,69,0.00,10.8,289,56
2020-02-11,13.6,72,0.00,9.7,294,66
2020-02-12,15.2,68,0.10,18.9,317,31
2020-02-13,16.8,65,0.00,16.7,292,31
2020-02-14,16.1,55,0.00,19.2,294,0
2020-02-15,15.9,46,0.00,15.1,284,13
2020-02-16,16.1,56,0.00,11.6,319,28
2020-02-17,15.9,46,0.00,15.9,318,11
2020-02-18,16.2,41,0.00,13.3,281,7
2020-02-19,16.8,57,0.40,25.3,117,32
2020-02-20,16.3,78,3.60,28.8,55,61
2020-02-21,16.1,80,0.70,18.2,96,38
2020-02-22,16.2,76,0.00,10.7,347,16
2020-02-23,18.0,66,0.00,10.8,314,0
2020-02-24,17.9,61,0.00,11.1,308,40
2020-02-25,18.6,58,0.00,12.5,321,12
2020-02-26,19.2,62,0.00,11.7,350,22
2020-02-27,19.5,75,0.00,12.3,114,40
2020-02-28,19.3,78,0.50,27.1,94,59
2020-02-29,17.2,84,21.30,22.6,88,80
2020-03-01,17.5,80,0.80,16.3,64,14
2020-03-02,18.1,72,0.00,8.6,318,3
2020-03-03,18.3,68,0.00,9.7,291,3
2020-03-04,18.1,69,0.00,13.8,132,64
2020-03-05,15.8,86,11.30,25.0,71,82
2020-03-06,14.6,91,23.20,26.9,92,99
2020-03-07,14.5,88,1.50,16.9,107,53
2020-03-08,15.7,81,0.00,13.2,72,19
2020-03-09,15.6,68,0.00,16.6,307,1
2020-03-10,16.0,70,0.00,9.7,324,40
2020-03-11,15.0,81,19.00,25.1,91,72
2020-03-12,16.8,79,20.30,30.4,126,54
2020-03-13,14.8,84,17.90,20.3,65,40
2020-03-14,14.5,88,5.30,14.5,61,56
2020-03-15,15.4,79,0.00,10.0,326,39
2020-03-16,17.0,76,0.00,9.8,283,47
2020-03-17,18.7,73,0.00,10.8,290,12
2020-03-18,19.4,75,0.80,12.8,294,62
2020-03-19,19.8,72,0.00,9.8,358,43
2020-03-20,19.8,76,1.40,11.7,40,81
2020-03-21,19.7,76,0.40,13.3,18,56
2020-03-22,20.1,64,0.00,10.6,341,38
2020-03-23,21.5,64,0.00,9.0,321,78
2020-03-24,20.7,77,2.80,15.5,69,71
2020-03-25,19.9,75,0.00,10.0,11,52
2020-03-26,20.9,68,0.00,15.2,305,99
2020-03-27,17.8,91,21.70,25.8,188,79
2020-03-28,18.5,77,0.70,15.8,122,35
2020-03-29,19.3,71,0.00,13.8,329,12
2020-03-30,20.0,65,0.00,12.0,319,75
2020-03-31,19.0,74,2.60,19.4,18,86
2020-04-01,20.3,68,0.00,18.2,340,10
2020-04-02,20.0,61,0.00,16.0,341,5
2020-04-03,20.2,60,0.00,14.3,317,17
2020-04-04,22.0,56,0.00,9.0,326,15
2020-04-05,22.3,62,0.40,17.8,39,46
2020-04-06,22.1,62,0.00,14.6,346,24
2020-04-07,21.2,64,0.20,21.8,323,48
2020-04-08,21.7,60,0.00,11.7,341,14
2020-04-09,23.8,52,0.00,9.5,295,76
2020-04-10,25.0,49,0.00,17.3,355,61
2020-04-11,25.5,51,0.00,11.6,334,54
2020-04-12,27.1,45,0.00,12.0,317,65
2020-04-13,28.2,48,0.00,15.1,355,65
2020-04-14,28.3,51,0.20,20.4,98,65
2020-04-15,29.2,40,0.10,20.3,82,27
2020-04-16,28.8,39,0.00,15.2,304,86
2020-04-17,24.3,56,7.40,19.6,73,88
2020-04-18,22.5,67,4.80,25.2,39,32
2020-04-19,23.7,59,0.00,17.8,345,18
2020-04-20,23.8,55,0.00,19.3,8,65
2020-04-21,23.7,56,0.20,15.6,10,14
2020-04-22,25.8,49,0.00,11.0,5,34
2020-04-23,27.2,45,0.00,9.8,30,22
2020-04-24,28.5,39,0.00,9.2,42,19
2020-04-25,27.4,45,0.00,13.2,63,48
2020-04-26,26.2,56,3.50,19.1,74,33
2020-04-27,25.0,64,1.40,28.7,93,33
2020-04-28,26.0,59,0.10,14.8,53,41
2020-04-29,28.8,49,0.10,8.8,343,28
2020-04-30,29.8,42,0.40,18.0,15,28
2020-05-01,31.2,35,0.00,11.2,360,32
2020-05-02,30.2,46,0.10,26.4,94,61
2020-05-03,26.3,61,3.10,31.1,27,55
2020-05-04,26.8,59,0.00,10.9,341,53
2020-05-05,27.5,48,1.10,17.6,347,49
2020-05-06,26.7,45,0.20,21.6,41,41
2020-05-07,27.7,44,0.00,13.7,55,30
2020-05-08,30.4,36,0.00,10.3,344,33
2020-05-09,31.0,37,0.00,35.5,77,48
2020-05-10,30.8,39,0.00,36.2,78,25
2020-05-11,29.7,46,0.10,21.6,99,54
2020-05-12,29.7,46,0.00,11.4,40,61
2020-05-13,29.5,48,0.20,16.6,336,83
2020-05-14,26.6,61,0.60,23.5,83,59
2020-05-15,28.3,50,0.00,17.1,319,4
2020-05-16,30.0,42,0.00,17.0,298,11
2020-05-17,30.6,31,0.00,16.7,337,36
2020-05-18,30.4,29,0.00,13.6,347,7
2020-05-19,29.1,29,0.20,22.7,354,32
2020-05-20,30.8,28,0.00,15.8,316,0
2020-05-21,33.0,24,0.00,18.2,299,0
2020-05-22,34.0,26,0.00,11.2,46,10
2020-05-23,34.7,26,0.00,21.5,107,17
2020-05-24,34.3,26,0.00,15.8,331,7
2020-05-25,35.0,25,0.00,18.0,319,5
2020-05-26,35.7,23,0.00,13.3,261,8
2020-05-27,35.5,26,0.00,21.1,81,16
2020-05-28,33.3,34,0.10,43.4,89,27
2020-05-29,30.1,52,0.30,31.2,109,17
2020-05-30,27.0,68,11.60,21.6,97,43
2020-05-31,26.4,68,1.30,17.4,101,40
2020-06-01,27.1,62,0.10,13.5,69,14
2020-06-02,28.2,58,0.00,12.7,38,46
2020-06-03,28.7,55,0.20,23.4,14,26
2020-06-04,30.0,48,0.00,15.6,352,29
2020-06-05,29.9,47,0.00,19.6,115,20
2020-06-06,27.9,60,0.60,24.0,78,29
2020-06-07,29.0,58,1.50,8.9,37,14
2020-06-08,31.6,51,0.00,12.0,68,2
2020-06-09,32.6,50,0.20,21.2,76,9
2020-06-10,32.7,52,0.00,11.9,76,14
2020-06-11,33.1,51,0.00,15.6,73,17
2020-06-12,33.5,47,0.00,17.2,64,12
2020-06-13,32.5,45,0.00,23.2,30,15
2020-06-14,33.9,40,0.00,14.0,336,5
2020-06-15,34.9,34,0.00,13.4,334,6
2020-06-16,34.6,35,0.00,13.4,82,3
2020-06-17,35.5,33,0.00,12.4,108,4
2020-06-18,36.1,35,0.00,13.4,72,9
2020-06-19,35.7,41,0.00,23.7,90,15
2020-06-20,35.0,43,0.00,19.6,99,21
2020-06-21,35.5,41,0.00,26.8,106,14
2020-06-22,34.1,52,0.00,20.9,121,5
2020-06-23,34.5,52,0.00,17.9,115,10
2020-06-24,33.1,58,0.90,17.4,109,21
2020-06-25,30.8,70,4.90,11.9,61,38
2020-06-26,31.7,63,0.80,10.0,195,23
2020-06-27,33.5,60,0.80,7.5,16,36
2020-06-28,34.2,59,0.30,20.4,113,27
2020-06-29,32.7,62,7.80,17.0,79,35
2020-06-30,32.8,63,0.00,13.5,108,20
2020-07-01,32.7,64,3.80,11.6,134,23
2020-07-02,35.0,55,0.00,12.4,268,2
2020-07-03,36.4,51,0.00,16.6,140,11
2020-07-04,33.9,60,9.80,20.3,117,45
2020-07-05,29.3,72,10.90,21.6,108,43
2020-07-06,30.6,65,0.00,8.8,98,50
2020-07-07,31.7,64,0.00,15.0,117,15
2020-07-08,29.7,70,0.40,20.6,107,38
2020-07-09,31.3,68,0.00,8.4,81,36
2020-07-10,33.5,59,0.00,17.6,226,10
2020-07-11,32.6,63,1.00,15.3,138,33
2020-07-12,30.8,69,6.30,17.2,133,24
2020-07-13,30.5,70,0.00,7.9,181,2
2020-07-14,32.4,64,0.10,10.0,165,5
2020-07-15,32.6,67,1.10,17.9,121,12
2020-07-16,31.5,69,0.70,14.8,95,13
2020-07-17,31.6,70,0.40,15.2,95,11
2020-07-18,31.8,72,2.40,12.2,101,14
2020-07-19,31.9,72,0.20,12.4,116,11
2020-07-20,30.3,75,5.80,13.3,152,34
2020-07-21,26.4,85,15.20,17.9,136,69
2020-07-22,27.7,77,0.10,9.8,45,38
2020-07-23,29.5,72,0.00,10.0,159,3
2020-07-24,30.7,69,0.10,15.1,118,6
2020-07-25,30.9,70,0.00,13.5,117,27
2020-07-26,31.4,69,0.00,13.0,121,16
2020-07-27,32.2,68,1.20,8.9,217,14
2020-07-28,33.9,59,0.00,9.2,189,12
2020-07-29,33.0,67,0.00,15.5,117,19
2020-07-30,30.0,76,4.70,21.1,117,47
2020-07-31,30.5,73,8.90,16.9,114,19
2020-08-01,30.7,75,6.80,13.6,107,25
2020-08-02,32.0,70,0.10,10.0,182,12
2020-08-03,33.0,66,0.00,12.9,139,15
2020-08-04,32.9,67,0.00,12.9,106,7
2020-08-05,33.1,67,0.00,18.0,96,9
2020-08-06,31.6,70,0.00,14.6,95,65
2020-08-07,32.2,64,0.00,20.0,114,45
2020-08-08,32.4,65,0.00,10.5,121,33
2020-08-09,30.9,79,23.70,10.1,102,66
2020-08-10,30.4,82,6.10,13.6,118,82
2020-08-11,30.8,79,3.70,10.7,144,47
2020-08-12,32.3,74,2.30,17.1,166,29
2020-08-13,30.9,77,0.10,19.8,114,25
2020-08-14,30.2,73,1.60,17.2,111,64
2020-08-15,31.3,70,0.70,13.4,115,24
2020-08-16,31.7,70,1.20,13.4,116,21
2020-08-17,31.7,73,0.20,13.8,117,71
2020-08-18,32.2,72,2.60,13.8,122,42
2020-08-19,30.7,78,17.00,18.2,131,84
2020-08-20,27.4,86,4.80,20.2,119,91
2020-08-21,27.5,85,2.90,13.8,92,57
2020-08-22,28.8,78,0.00,7.1,13,5
2020-08-23,29.7,75,0.80,10.1,122,20
2020-08-24,30.4,72,0.40,11.4,121,5
2020-08-25,30.0,74,1.00,15.3,112,28
2020-08-26,28.9,83,4.20,18.1,110,63
2020-08-27,28.4,82,6.30,10.9,157,73
2020-08-28,27.7,85,12.90,8.8,116,47
2020-08-29,28.7,78,0.30,6.9,67,13
2020-08-30,29.3,77,1.60,12.9,102,34
2020-08-31,28.9,77,6.70,19.4,105,58
2020-09-01,29.0,74,1.30,22.2,122,45
2020-09-02,29.1,79,2.70,12.9,80,34
2020-09-03,28.7,82,13.00,12.3,100,60
2020-09-04,26.7,91,22.70,12.4,17,97
2020-09-05,27.9,88,12.40,7.2,318,76
2020-09-06,28.4,84,1.10,8.8,155,19
2020-09-07,28.8,79,0.00,8.2,279,11
2020-09-08,29.7,76,0.00,7.4,247,4
2020-09-09,30.1,75,0.00,7.6,237,5
2020-09-10,30.3,74,0.00,10.5,277,5
2020-09-11,30.1,69,0.00,9.1,151,0
2020-09-12,30.5,68,0.00,9.7,36,0
2020-09-13,30.8,64,0.00,7.9,163,5
2020-09-14,30.7,62,0.00,10.7,172,6
2020-09-15,31.4,63,0.00,11.3,246,47
2020-09-16,32.0,61,0.00,13.8,274,61
2020-09-17,32.2,59,0.00,10.5,256,28
2020-09-18,31.6,63,0.00,9.4,206,3
2020-09-19,31.4,59,0.00,10.1,226,1
2020-09-20,30.8,58,0.00,16.7,284,0
2020-09-21,31.0,55,0.00,12.0,312,0
2020-09-22,31.4,54,0.00,6.9,30,6
2020-09-23,30.9,59,0.00,9.3,226,4
2020-09-24,30.8,60,0.00,15.8,263,7
2020-09-25,30.6,54,0.00,12.2,239,11
2020-09-26,28.7,50,0.00,14.2,136,11
2020-09-27,29.3,50,0.00,14.6,146,4
2020-09-28,29.0,54,0.00,10.1,284,5
2020-09-29,28.4,55,0.00,11.0,290,3
2020-09-30,28.3,54,0.00,11.5,302,2
2020-10-01,28.5,53,0.00,9.3,336,1
2020-10-02,27.9,48,0.00,11.8,304,0
2020-10-03,27.9,45,0.00,12.3,284,0
2020-10-04,27.4,48,0.00,14.2,300,0
2020-10-05,26.9,54,0.00,13.7,292,0
2020-10-06,27.4,51,0.00,10.2,327,0
2020-10-07,27.7,48,0.00,13.0,63,0
2020-10-08,27.6,44,0.00,11.3,89,0
2020-10-09,28.0,46,0.00,11.5,297,0
2020-10-10,27.7,52,0.00,13.3,319,0
2020-10-11,26.8,51,0.00,14.3,302,0
2020-10-12,27.4,44,0.00,9.7,63,0
2020-10-13,27.7,45,0.00,12.5,71,3
2020-10-14,26.6,48,0.00,14.1,337,0
2020-10-15,25.9,43,0.00,13.2,318,0
2020-10-16,25.7,42,0.00,11.4,326,0
2020-10-17,25.7,40,0.00,11.5,329,0
2020-10-18,25.7,39,0.00,13.3,304,0
2020-10-19,25.0,40,0.00,11.2,321,0
2020-10-20,24.8,35,0.00,11.5,89,0
2020-10-21,25.0,39,0.00,11.1,67,1
2020-10-22,24.1,44,0.00,12.9,24,0
2020-10-23,23.9,47,0.00,9.2,37,0
2020-10-24,24.2,48,0.00,9.7,17,1
2020-10-25,24.3,40,0.00,15.2,115,23
2020-10-26,23.2,43,0.00,12.3,337,1
2020-10-27,22.0,43,0.00,9.2,310,0
2020-10-28,22.0,47,0.00,9.5,84,0
2020-10-29,22.6,45,0.00,9.3,55,0
2020-10-30,22.2,51,0.00,17.9,332,0
2020-10-31,20.8,45,0.00,15.1,321,0
2020-11-01,21.2,42,0.00,10.4,300,0
2020-11-02,22.2,31,0.00,10.8,236,0
2020-11-03,21.2,42,0.00,10.3,333,0
2020-11-04,21.5,49,0.00,9.4,7,0
2020-11-05,21.1,47,0.00,8.8,80,0
2020-11-06,20.9,51,0.00,12.5,355,0
2020-11-07,20.7,50,0.00,12.9,329,0
2020-11-08,20.3,48,0.00,9.5,77,0
2020-11-09,20.4,55,0.00,9.9,71,13
2020-11-10,20.3,57,0.00,10.5,42,38
2020-11-11,20.1,60,0.00,8.6,15,22
2020-11-12,19.7,59,0.00,9.4,354,39
2020-11-13,19.5,61,0.00,10.0,339,9
2020-11-14,18.8,68,0.00,11.6,74,60
